customer_id,income_tier,car_model,battery_capacity_kwh
C4117,Low-Mid,Fiat 500e,42.0
C4118,Low-Mid,Opel Corsa-e,50.0
C4119,Low-Mid,Opel Corsa-e,50.0
C4120,Low-Mid,Citroën ë-C4,50.0
C4121,Low-Mid,Dacia Spring,26.8
C4122,Low-Mid,Fiat 500e,42.0
C4123,High,Ford Mustang Mach-E,91.0
C4124,Low-Mid,Fiat 500e,42.0
C4125,Low-Mid,Peugeot e-208,50.0
C4126,Mid-Range,BYD Atto 3,60.5
C4127,Low-Mid,Opel Corsa-e,50.0
C4128,Low-Mid,Peugeot e-208,50.0
C4129,High,Audi e-tron,95.0
C4130,Mid-Range,Kia EV6,77.4
C4131,Low-Mid,Citroën ë-C4,50.0
C4132,Mid-Range,Hyundai Kona Electric,64.0
C4133,High,Tesla Model 3,75.0
C4134,Low-Mid,Fiat 500e,42.0
C4135,Low-Mid,Renault Zoe,52.0
C4136,Low-Mid,Fiat 500e,42.0
C4137,Mid-Range,Volkswagen ID.4,77.0
C4138,Mid-Range,Hyundai Kona Electric,64.0
C4139,Low-Mid,Opel Corsa-e,50.0
C4140,Mid-Range,MG ZS EV,69.9
C4141,Low-Mid,Citroën ë-C4,50.0
C4142,Mid-Range,Hyundai Kona Electric,64.0
C4143,Low-Mid,Renault Zoe,52.0
C4144,Mid-Range,Hyundai Kona Electric,64.0
C4145,Low-Mid,Renault Zoe,52.0
C4146,High,Tesla Model 3,75.0
C4147,Low-Mid,Citroën ë-C4,50.0
C4148,Mid-Range,Hyundai Kona Electric,64.0
C4149,High,Audi e-tron,95.0
C4150,Low-Mid,Opel Corsa-e,50.0
C4151,Mid-Range,Volkswagen ID.4,77.0
C4152,Low-Mid,Opel Corsa-e,50.0
C4153,Mid-Range,Kia EV6,77.4
C4154,Low-Mid,Dacia Spring,26.8
C4155,High,Tesla Model 3,75.0
C4156,Mid-Range,Hyundai Ioniq 5,77.4
C4157,Mid-Range,MG ZS EV,69.9
C4158,Low-Mid,Citroën ë-C4,50.0
C4159,Low-Mid,Dacia Spring,26.8
C4160,Low-Mid,Opel Corsa-e,50.0
C4161,Low-Mid,Opel Corsa-e,50.0
C4162,Low-Mid,Peugeot e-208,50.0
C4163,Low-Mid,Dacia Spring,26.8
C4164,Low-Mid,Renault Zoe,52.0
C4165,High,Tesla Model 3,75.0
C4166,Low-Mid,Citroën ë-C4,50.0
C4167,Low-Mid,Citroën ë-C4,50.0
C4168,Low-Mid,Opel Corsa-e,50.0
C4169,Low-Mid,Renault Zoe,52.0
C4170,Mid-Range,MG ZS EV,69.9
C4171,Mid-Range,Nissan Leaf,62.0
C4172,Low-Mid,Renault Zoe,52.0
C4173,Low-Mid,Renault Zoe,52.0
C4174,Mid-Range,Hyundai Kona Electric,64.0
C4175,Low-Mid,Citroën ë-C4,50.0
C4176,Low-Mid,Fiat 500e,42.0
C4177,Low-Mid,Dacia Spring,26.8
C4178,Low-Mid,Renault Zoe,52.0
C4179,Mid-Range,Volkswagen ID.4,77.0
C4180,Low-Mid,Renault Zoe,52.0
C4181,Low-Mid,Renault Zoe,52.0
C4182,Mid-Range,Skoda Enyaq iV,77.0
C4183,Mid-Range,Volkswagen ID.4,77.0
C4184,Low-Mid,Fiat 500e,42.0
C4185,Mid-Range,BYD Atto 3,60.5
C4186,Low-Mid,Peugeot e-208,50.0
C4187,Mid-Range,Skoda Enyaq iV,77.0
C4188,High,BMW i4,83.9
C4189,Low-Mid,Citroën ë-C4,50.0
C4190,Low-Mid,Opel Corsa-e,50.0
C4191,Low-Mid,Fiat 500e,42.0
C4192,Low-Mid,Citroën ë-C4,50.0
C4193,Low-Mid,Citroën ë-C4,50.0
C4194,Mid-Range,Hyundai Kona Electric,64.0
C4195,High,BMW i4,83.9
C4196,High,Tesla Model Y,75.0
C4197,Low-Mid,Citroën ë-C4,50.0
C4198,Low-Mid,Dacia Spring,26.8
C4199,Mid-Range,Hyundai Ioniq 5,77.4
C4200,Low-Mid,Opel Corsa-e,50.0
C4201,Low-Mid,Renault Zoe,52.0
C4202,Low-Mid,Fiat 500e,42.0
C4203,Low-Mid,Citroën ë-C4,50.0
C4204,Low-Mid,Citroën ë-C4,50.0
C4205,High,BMW i4,83.9
C4206,Low-Mid,Opel Corsa-e,50.0
C4207,Low-Mid,Peugeot e-208,50.0
C4208,Low-Mid,Opel Corsa-e,50.0
C4209,Low-Mid,Fiat 500e,42.0
C4210,Mid-Range,MG ZS EV,69.9
C4211,Low-Mid,Dacia Spring,26.8
C4212,Mid-Range,Skoda Enyaq iV,77.0
C4213,Low-Mid,Citroën ë-C4,50.0
C4214,Low-Mid,Renault Zoe,52.0
C4215,High,Ford Mustang Mach-E,91.0
C4216,Low-Mid,Renault Zoe,52.0
C4217,Low-Mid,Renault Zoe,52.0
C4218,Low-Mid,Renault Zoe,52.0
C4219,Low-Mid,Fiat 500e,42.0
C4220,Low-Mid,Renault Zoe,52.0
C4221,Low-Mid,Dacia Spring,26.8
C4222,Mid-Range,Skoda Enyaq iV,77.0
C4223,Low-Mid,Citroën ë-C4,50.0
C4224,Low-Mid,Dacia Spring,26.8
C4225,Low-Mid,Peugeot e-208,50.0
C4226,Low-Mid,Opel Corsa-e,50.0
C4227,Low-Mid,Renault Zoe,52.0
C4228,Low-Mid,Opel Corsa-e,50.0
C4229,Low-Mid,Renault Zoe,52.0
C4230,Low-Mid,Opel Corsa-e,50.0
C4231,High,Porsche Taycan,93.4
C4232,Low-Mid,Dacia Spring,26.8
C4233,Low-Mid,Opel Corsa-e,50.0
C4234,Mid-Range,Volkswagen ID.4,77.0
C4235,Mid-Range,Hyundai Kona Electric,64.0
C4236,Low-Mid,Citroën ë-C4,50.0
C4237,Mid-Range,Kia EV6,77.4
C4238,Mid-Range,BYD Atto 3,60.5
C4239,Mid-Range,BYD Atto 3,60.5
C4240,Mid-Range,Kia EV6,77.4
C4241,Low-Mid,Citroën ë-C4,50.0
C4242,Mid-Range,Hyundai Ioniq 5,77.4
C4243,Low-Mid,Peugeot e-208,50.0
C4244,High,Audi e-tron,95.0
C4245,Mid-Range,Nissan Leaf,62.0
C4246,Low-Mid,Dacia Spring,26.8
C4247,Low-Mid,Peugeot e-208,50.0
C4248,Low-Mid,Renault Zoe,52.0
C4249,Low-Mid,Dacia Spring,26.8
C4250,Low-Mid,Peugeot e-208,50.0
C4251,Mid-Range,Hyundai Kona Electric,64.0
C4252,Low-Mid,Dacia Spring,26.8
C4253,Low-Mid,Citroën ë-C4,50.0
C4254,Low-Mid,Peugeot e-208,50.0
C4255,Low-Mid,Dacia Spring,26.8
C4256,High,Porsche Taycan,93.4
C4257,Low-Mid,Dacia Spring,26.8
C4258,Mid-Range,BYD Atto 3,60.5
C4259,High,Porsche Taycan,93.4
C4260,Low-Mid,Peugeot e-208,50.0
C4261,Low-Mid,Citroën ë-C4,50.0
C4262,Mid-Range,BYD Atto 3,60.5
C4263,Mid-Range,Hyundai Kona Electric,64.0
C4264,Low-Mid,Opel Corsa-e,50.0
C4265,Mid-Range,Nissan Leaf,62.0
C4266,Mid-Range,BYD Atto 3,60.5
C4267,Mid-Range,BYD Atto 3,60.5
C4268,Mid-Range,BYD Atto 3,60.5
C4269,Low-Mid,Fiat 500e,42.0
C4270,Mid-Range,Hyundai Ioniq 5,77.4
C4271,Low-Mid,Citroën ë-C4,50.0
C4272,Low-Mid,Peugeot e-208,50.0
C4273,Mid-Range,Hyundai Ioniq 5,77.4
C4274,High,Tesla Model Y,75.0
C4275,High,Audi e-tron,95.0
C4276,Mid-Range,MG ZS EV,69.9
C4277,Low-Mid,Opel Corsa-e,50.0
C4278,Low-Mid,Peugeot e-208,50.0
C4279,Low-Mid,Peugeot e-208,50.0
C4280,Mid-Range,Kia EV6,77.4
C4281,Low-Mid,Peugeot e-208,50.0
C4282,Mid-Range,Volkswagen ID.4,77.0
C4283,Low-Mid,Fiat 500e,42.0
C4284,Low-Mid,Opel Corsa-e,50.0
C4285,Low-Mid,Peugeot e-208,50.0
C4286,Low-Mid,Peugeot e-208,50.0
C4287,Low-Mid,Citroën ë-C4,50.0
C4288,Low-Mid,Fiat 500e,42.0
C4289,High,Audi e-tron,95.0
C4290,High,Porsche Taycan,93.4
C4291,High,Tesla Model Y,75.0
C4292,Mid-Range,BYD Atto 3,60.5
C4293,Low-Mid,Citroën ë-C4,50.0
C4294,Low-Mid,Citroën ë-C4,50.0
C4295,Mid-Range,Skoda Enyaq iV,77.0
C4296,Low-Mid,Opel Corsa-e,50.0
C4297,Low-Mid,Opel Corsa-e,50.0
C4298,Low-Mid,Renault Zoe,52.0
C4299,Low-Mid,Peugeot e-208,50.0
C4300,High,Porsche Taycan,93.4
C4301,Mid-Range,Hyundai Kona Electric,64.0
C4302,Low-Mid,Peugeot e-208,50.0
C4303,Low-Mid,Opel Corsa-e,50.0
C4304,Mid-Range,Kia EV6,77.4
C4305,Low-Mid,Peugeot e-208,50.0
C4306,Low-Mid,Fiat 500e,42.0
C4307,Low-Mid,Fiat 500e,42.0
C4308,Low-Mid,Citroën ë-C4,50.0
C4309,Mid-Range,Kia EV6,77.4
C4310,Low-Mid,Fiat 500e,42.0
C4311,Mid-Range,Nissan Leaf,62.0
C4312,High,BMW i4,83.9
C4313,Mid-Range,Nissan Leaf,62.0
C4314,High,Audi e-tron,95.0
C4315,Low-Mid,Peugeot e-208,50.0
C4316,Low-Mid,Fiat 500e,42.0
C4317,Low-Mid,Peugeot e-208,50.0
C4318,Low-Mid,Renault Zoe,52.0
C4319,Low-Mid,Renault Zoe,52.0
C4320,Low-Mid,Renault Zoe,52.0
C4321,High,Ford Mustang Mach-E,91.0
C4322,Low-Mid,Fiat 500e,42.0
C4323,High,BMW i4,83.9
C4324,High,Ford Mustang Mach-E,91.0
C4325,Mid-Range,Skoda Enyaq iV,77.0
C4326,Mid-Range,Hyundai Ioniq 5,77.4
C4327,High,Porsche Taycan,93.4
C4328,Low-Mid,Renault Zoe,52.0
C4329,Mid-Range,Kia EV6,77.4
C4330,Mid-Range,Hyundai Kona Electric,64.0
C4331,Low-Mid,Opel Corsa-e,50.0
C4332,Low-Mid,Opel Corsa-e,50.0
C4333,Low-Mid,Dacia Spring,26.8
C4334,Low-Mid,Opel Corsa-e,50.0
C4335,Mid-Range,Volkswagen ID.4,77.0
C4336,Mid-Range,MG ZS EV,69.9
C4337,High,Audi e-tron,95.0
C4338,High,BMW i4,83.9
C4339,Low-Mid,Dacia Spring,26.8
C4340,Low-Mid,Opel Corsa-e,50.0
C4341,High,Porsche Taycan,93.4
C4342,Low-Mid,Opel Corsa-e,50.0
C4343,Mid-Range,Nissan Leaf,62.0
C4344,Mid-Range,Volkswagen ID.4,77.0
C4345,Low-Mid,Peugeot e-208,50.0
C4346,Mid-Range,MG ZS EV,69.9
C4347,Low-Mid,Peugeot e-208,50.0
C4348,Low-Mid,Fiat 500e,42.0
C4349,Low-Mid,Dacia Spring,26.8
C4350,High,Tesla Model 3,75.0
C4351,Low-Mid,Peugeot e-208,50.0
C4352,Low-Mid,Renault Zoe,52.0
C4353,Mid-Range,MG ZS EV,69.9
C4354,Mid-Range,BYD Atto 3,60.5
C4355,Low-Mid,Renault Zoe,52.0
C4356,Mid-Range,Nissan Leaf,62.0
C4357,Low-Mid,Renault Zoe,52.0
C4358,Mid-Range,MG ZS EV,69.9
C4359,Mid-Range,Hyundai Ioniq 5,77.4
C4360,Low-Mid,Opel Corsa-e,50.0
C4361,Low-Mid,Peugeot e-208,50.0
C4362,Low-Mid,Peugeot e-208,50.0
C4363,Low-Mid,Dacia Spring,26.8
C4364,Low-Mid,Peugeot e-208,50.0
C4365,Mid-Range,Kia EV6,77.4
C4366,Mid-Range,Volkswagen ID.4,77.0
C4367,Mid-Range,MG ZS EV,69.9
C4368,Mid-Range,BYD Atto 3,60.5
C4369,Mid-Range,Skoda Enyaq iV,77.0
C4370,Low-Mid,Peugeot e-208,50.0
C4371,Low-Mid,Dacia Spring,26.8
C4372,Low-Mid,Dacia Spring,26.8
C4373,High,Tesla Model Y,75.0
C4374,Mid-Range,Nissan Leaf,62.0
C4375,Mid-Range,Skoda Enyaq iV,77.0
C4376,Low-Mid,Citroën ë-C4,50.0
C4377,Low-Mid,Opel Corsa-e,50.0
C4378,High,Ford Mustang Mach-E,91.0
C4379,Mid-Range,Kia EV6,77.4
C4380,Low-Mid,Fiat 500e,42.0
C4381,Mid-Range,Volkswagen ID.4,77.0
C4382,Low-Mid,Citroën ë-C4,50.0
C4383,Mid-Range,Kia EV6,77.4
C4384,Low-Mid,Fiat 500e,42.0
C4385,Mid-Range,Volkswagen ID.4,77.0
C4386,Mid-Range,Nissan Leaf,62.0
C4387,Mid-Range,Nissan Leaf,62.0
C4388,Low-Mid,Fiat 500e,42.0
C4389,Mid-Range,BYD Atto 3,60.5
C4390,Low-Mid,Citroën ë-C4,50.0
C4391,Mid-Range,Skoda Enyaq iV,77.0
C4392,Mid-Range,Skoda Enyaq iV,77.0
C4393,Low-Mid,Peugeot e-208,50.0
C4394,Mid-Range,Skoda Enyaq iV,77.0
C4395,Mid-Range,BYD Atto 3,60.5
C4396,Low-Mid,Citroën ë-C4,50.0
C4397,Mid-Range,Volkswagen ID.4,77.0
C4398,High,BMW i4,83.9
C4399,Mid-Range,Hyundai Kona Electric,64.0
C4400,Low-Mid,Peugeot e-208,50.0
C4401,Low-Mid,Opel Corsa-e,50.0
C4402,Low-Mid,Renault Zoe,52.0
C4403,Low-Mid,Dacia Spring,26.8
C4404,Low-Mid,Renault Zoe,52.0
C4405,Low-Mid,Dacia Spring,26.8
C4406,Mid-Range,Hyundai Kona Electric,64.0
C4407,Low-Mid,Citroën ë-C4,50.0
C4408,Low-Mid,Renault Zoe,52.0
C4409,Low-Mid,Peugeot e-208,50.0
C4410,Mid-Range,Skoda Enyaq iV,77.0
C4411,High,BMW i4,83.9
C4412,Mid-Range,BYD Atto 3,60.5
C4413,Low-Mid,Fiat 500e,42.0
C4414,Low-Mid,Opel Corsa-e,50.0
C4415,Low-Mid,Peugeot e-208,50.0
C4416,Mid-Range,Hyundai Ioniq 5,77.4
C4417,Mid-Range,Volkswagen ID.4,77.0
C4418,High,Porsche Taycan,93.4
C4419,Low-Mid,Peugeot e-208,50.0
C4420,Mid-Range,Volkswagen ID.4,77.0
C4421,High,Audi e-tron,95.0
C4422,Low-Mid,Renault Zoe,52.0
C4423,Mid-Range,Hyundai Kona Electric,64.0
C4424,Low-Mid,Renault Zoe,52.0
C4425,Mid-Range,Hyundai Ioniq 5,77.4
C4426,Mid-Range,MG ZS EV,69.9
C4427,High,Porsche Taycan,93.4
C4428,Mid-Range,Skoda Enyaq iV,77.0
C4429,Mid-Range,Kia EV6,77.4
C4430,Mid-Range,Volkswagen ID.4,77.0
C4431,Mid-Range,Hyundai Kona Electric,64.0
C4432,Low-Mid,Opel Corsa-e,50.0
C4433,Mid-Range,Hyundai Ioniq 5,77.4
C4434,Low-Mid,Opel Corsa-e,50.0
C4435,Low-Mid,Fiat 500e,42.0
C4436,High,Tesla Model Y,75.0
C4437,Low-Mid,Citroën ë-C4,50.0
C4438,Mid-Range,Hyundai Ioniq 5,77.4
C4439,Low-Mid,Renault Zoe,52.0
C4440,Mid-Range,Hyundai Kona Electric,64.0
C4441,Mid-Range,Kia EV6,77.4
C4442,Mid-Range,Volkswagen ID.4,77.0
C4443,Mid-Range,MG ZS EV,69.9
C4444,Low-Mid,Fiat 500e,42.0
C4445,Low-Mid,Peugeot e-208,50.0
C4446,Mid-Range,Hyundai Ioniq 5,77.4
C4447,Mid-Range,Hyundai Ioniq 5,77.4
C4448,Low-Mid,Peugeot e-208,50.0
C4449,Low-Mid,Dacia Spring,26.8
C4450,Low-Mid,Opel Corsa-e,50.0
C4451,Low-Mid,Renault Zoe,52.0
C4452,Mid-Range,BYD Atto 3,60.5
C4453,High,Porsche Taycan,93.4
C4454,High,BMW i4,83.9
C4455,Mid-Range,Nissan Leaf,62.0
C4456,High,Ford Mustang Mach-E,91.0
C4457,Mid-Range,Nissan Leaf,62.0
C4458,Low-Mid,Renault Zoe,52.0
C4459,Low-Mid,Peugeot e-208,50.0
C4460,Low-Mid,Opel Corsa-e,50.0
C4461,Low-Mid,Peugeot e-208,50.0
C4462,Low-Mid,Renault Zoe,52.0
C4463,Mid-Range,Nissan Leaf,62.0
C4464,High,Tesla Model Y,75.0
C4465,Low-Mid,Citroën ë-C4,50.0
C4466,Mid-Range,MG ZS EV,69.9
C4467,Mid-Range,Kia EV6,77.4
C4468,Low-Mid,Renault Zoe,52.0
C4469,Low-Mid,Peugeot e-208,50.0
C4470,High,Audi e-tron,95.0
C4471,Low-Mid,Peugeot e-208,50.0
C4472,Mid-Range,Skoda Enyaq iV,77.0
C4473,Mid-Range,Kia EV6,77.4
C4474,Low-Mid,Peugeot e-208,50.0
C4475,Low-Mid,Renault Zoe,52.0
C4476,High,Audi e-tron,95.0
C4477,Mid-Range,Hyundai Ioniq 5,77.4
C4478,Mid-Range,BYD Atto 3,60.5
C4479,Low-Mid,Renault Zoe,52.0
C4480,Low-Mid,Opel Corsa-e,50.0
C4481,Low-Mid,Peugeot e-208,50.0
C4482,Low-Mid,Renault Zoe,52.0
C4483,Low-Mid,Citroën ë-C4,50.0
C4484,Low-Mid,Fiat 500e,42.0
C4485,Low-Mid,Opel Corsa-e,50.0
C4486,Low-Mid,Peugeot e-208,50.0
C4487,Mid-Range,Hyundai Ioniq 5,77.4
C4488,Low-Mid,Dacia Spring,26.8
C4489,Mid-Range,BYD Atto 3,60.5
C4490,Mid-Range,Hyundai Ioniq 5,77.4
C4491,Low-Mid,Dacia Spring,26.8
C4492,Low-Mid,Peugeot e-208,50.0
C4493,Low-Mid,Fiat 500e,42.0
C4494,Mid-Range,Volkswagen ID.4,77.0
C4495,Low-Mid,Renault Zoe,52.0
C4496,Mid-Range,Volkswagen ID.4,77.0
C4497,Low-Mid,Dacia Spring,26.8
C4498,Low-Mid,Dacia Spring,26.8
C4499,High,Porsche Taycan,93.4
C4500,Low-Mid,Peugeot e-208,50.0
C4501,Mid-Range,Nissan Leaf,62.0
C4502,High,Ford Mustang Mach-E,91.0
C4503,Mid-Range,Volkswagen ID.4,77.0
C4504,Low-Mid,Renault Zoe,52.0
C4505,Mid-Range,Volkswagen ID.4,77.0
C4506,Low-Mid,Citroën ë-C4,50.0
C4507,High,Porsche Taycan,93.4
C4508,Low-Mid,Dacia Spring,26.8
C4509,Mid-Range,Volkswagen ID.4,77.0
C4510,Low-Mid,Dacia Spring,26.8
C4511,High,Porsche Taycan,93.4
C4512,Mid-Range,Volkswagen ID.4,77.0
C4513,Mid-Range,MG ZS EV,69.9
C4514,Low-Mid,Opel Corsa-e,50.0
C4515,Low-Mid,Renault Zoe,52.0
C4516,Low-Mid,Renault Zoe,52.0
C4517,Low-Mid,Dacia Spring,26.8
C4518,Low-Mid,Dacia Spring,26.8
C4519,Mid-Range,Volkswagen ID.4,77.0
C4520,Low-Mid,Citroën ë-C4,50.0
C4521,Mid-Range,Hyundai Kona Electric,64.0
C4522,Low-Mid,Opel Corsa-e,50.0
C4523,Low-Mid,Dacia Spring,26.8
C4524,Low-Mid,Opel Corsa-e,50.0
C4525,Mid-Range,Skoda Enyaq iV,77.0
C4526,Low-Mid,Renault Zoe,52.0
C4527,Mid-Range,Hyundai Ioniq 5,77.4
C4528,Mid-Range,Hyundai Ioniq 5,77.4
C4529,Mid-Range,Hyundai Kona Electric,64.0
C4530,Mid-Range,Volkswagen ID.4,77.0
C4531,Low-Mid,Peugeot e-208,50.0
C4532,Mid-Range,Hyundai Kona Electric,64.0
C4533,Low-Mid,Dacia Spring,26.8
C4534,High,Ford Mustang Mach-E,91.0
C4535,Mid-Range,BYD Atto 3,60.5
C4536,Mid-Range,Hyundai Ioniq 5,77.4
C4537,Low-Mid,Citroën ë-C4,50.0
C4538,Mid-Range,MG ZS EV,69.9
C4539,Low-Mid,Dacia Spring,26.8
C4540,Low-Mid,Dacia Spring,26.8
C4541,High,Audi e-tron,95.0
C4542,Mid-Range,Nissan Leaf,62.0
C4543,Mid-Range,Hyundai Kona Electric,64.0
C4544,Mid-Range,BYD Atto 3,60.5
C4545,Mid-Range,Hyundai Ioniq 5,77.4
C4546,Low-Mid,Renault Zoe,52.0
C4547,Low-Mid,Peugeot e-208,50.0
C4548,Low-Mid,Citroën ë-C4,50.0
C4549,Mid-Range,Nissan Leaf,62.0
C4550,Low-Mid,Peugeot e-208,50.0
C4551,Low-Mid,Peugeot e-208,50.0
C4552,Low-Mid,Peugeot e-208,50.0
C4553,Mid-Range,Skoda Enyaq iV,77.0
C4554,Low-Mid,Citroën ë-C4,50.0
C4555,Low-Mid,Citroën ë-C4,50.0
C4556,Low-Mid,Peugeot e-208,50.0
C4557,Mid-Range,Hyundai Ioniq 5,77.4
C4558,Low-Mid,Dacia Spring,26.8
C4559,Low-Mid,Citroën ë-C4,50.0
C4560,Mid-Range,BYD Atto 3,60.5
C4561,Low-Mid,Renault Zoe,52.0
C4562,Mid-Range,Kia EV6,77.4
C4563,Mid-Range,MG ZS EV,69.9
C4564,Low-Mid,Citroën ë-C4,50.0
C4565,Low-Mid,Citroën ë-C4,50.0
C4566,High,Porsche Taycan,93.4
C4567,Mid-Range,Hyundai Ioniq 5,77.4
C4568,Low-Mid,Citroën ë-C4,50.0
C4569,Mid-Range,Hyundai Kona Electric,64.0
C4570,Low-Mid,Renault Zoe,52.0
C4571,Low-Mid,Fiat 500e,42.0
C4572,Mid-Range,Kia EV6,77.4
C4573,High,Ford Mustang Mach-E,91.0
C4574,Mid-Range,Hyundai Kona Electric,64.0
C4575,Low-Mid,Citroën ë-C4,50.0
C4576,Mid-Range,Nissan Leaf,62.0
C4577,Low-Mid,Renault Zoe,52.0
C4578,Low-Mid,Renault Zoe,52.0
C4579,Low-Mid,Citroën ë-C4,50.0
C4580,Low-Mid,Fiat 500e,42.0
C4581,Low-Mid,Peugeot e-208,50.0
C4582,Mid-Range,Skoda Enyaq iV,77.0
C4583,Low-Mid,Fiat 500e,42.0
C4584,Mid-Range,Hyundai Kona Electric,64.0
C4585,Mid-Range,Hyundai Kona Electric,64.0
C4586,Low-Mid,Dacia Spring,26.8
C4587,Mid-Range,Volkswagen ID.4,77.0
C4588,High,Porsche Taycan,93.4
C4589,Low-Mid,Citroën ë-C4,50.0
C4590,High,Ford Mustang Mach-E,91.0
C4591,Low-Mid,Opel Corsa-e,50.0
C4592,Low-Mid,Fiat 500e,42.0
C4593,High,Ford Mustang Mach-E,91.0
C4594,Mid-Range,Hyundai Ioniq 5,77.4
C4595,Mid-Range,Skoda Enyaq iV,77.0
C4596,Low-Mid,Opel Corsa-e,50.0
C4597,Low-Mid,Opel Corsa-e,50.0
C4598,Low-Mid,Fiat 500e,42.0
C4599,Low-Mid,Fiat 500e,42.0
C4600,Low-Mid,Renault Zoe,52.0
C4601,Low-Mid,Opel Corsa-e,50.0
C4602,High,Tesla Model 3,75.0
C4603,Low-Mid,Opel Corsa-e,50.0
C4604,Low-Mid,Dacia Spring,26.8
C4605,Mid-Range,BYD Atto 3,60.5
C4606,Low-Mid,Renault Zoe,52.0
C4607,Low-Mid,Citroën ë-C4,50.0
C4608,Mid-Range,Hyundai Kona Electric,64.0
C4609,Mid-Range,Hyundai Kona Electric,64.0
C4610,Mid-Range,MG ZS EV,69.9
C4611,Low-Mid,Renault Zoe,52.0
C4612,Low-Mid,Opel Corsa-e,50.0
C4613,Low-Mid,Citroën ë-C4,50.0
C4614,Low-Mid,Fiat 500e,42.0
C4615,Mid-Range,Hyundai Ioniq 5,77.4
C4616,Low-Mid,Dacia Spring,26.8
C4617,Mid-Range,BYD Atto 3,60.5
C4618,Low-Mid,Opel Corsa-e,50.0
C4619,Low-Mid,Opel Corsa-e,50.0
C4620,Low-Mid,Renault Zoe,52.0
C4621,Mid-Range,Kia EV6,77.4
C4622,Mid-Range,Hyundai Ioniq 5,77.4
C4623,Low-Mid,Opel Corsa-e,50.0
C4624,Mid-Range,MG ZS EV,69.9
C4625,Low-Mid,Opel Corsa-e,50.0
C4626,Mid-Range,Kia EV6,77.4
C4627,Low-Mid,Citroën ë-C4,50.0
C4628,Low-Mid,Citroën ë-C4,50.0
C4629,Low-Mid,Citroën ë-C4,50.0
C4630,Low-Mid,Citroën ë-C4,50.0
C4631,Low-Mid,Peugeot e-208,50.0
C4632,High,Audi e-tron,95.0
C4633,Low-Mid,Peugeot e-208,50.0
C4634,Mid-Range,Skoda Enyaq iV,77.0
C4635,Mid-Range,Hyundai Ioniq 5,77.4
C4636,Mid-Range,Hyundai Kona Electric,64.0
C4637,Mid-Range,Skoda Enyaq iV,77.0
C4638,Low-Mid,Renault Zoe,52.0
C4639,Low-Mid,Dacia Spring,26.8
C4640,Low-Mid,Opel Corsa-e,50.0
C4641,Low-Mid,Citroën ë-C4,50.0
C4642,High,BMW i4,83.9
C4643,Low-Mid,Citroën ë-C4,50.0
C4644,Mid-Range,MG ZS EV,69.9
C4645,Low-Mid,Peugeot e-208,50.0
C4646,Low-Mid,Renault Zoe,52.0
C4647,Low-Mid,Dacia Spring,26.8
C4648,High,Tesla Model 3,75.0
C4649,Mid-Range,BYD Atto 3,60.5
C4650,Mid-Range,Skoda Enyaq iV,77.0
C4651,Low-Mid,Opel Corsa-e,50.0
C4652,Low-Mid,Dacia Spring,26.8
C4653,Low-Mid,Renault Zoe,52.0
C4654,Low-Mid,Renault Zoe,52.0
C4655,Low-Mid,Renault Zoe,52.0
C4656,Low-Mid,Renault Zoe,52.0
C4657,Mid-Range,MG ZS EV,69.9
C4658,Low-Mid,Peugeot e-208,50.0
C4659,Low-Mid,Fiat 500e,42.0
C4660,Low-Mid,Peugeot e-208,50.0
C4661,High,Tesla Model Y,75.0
C4662,Low-Mid,Renault Zoe,52.0
C4663,Low-Mid,Peugeot e-208,50.0
C4664,Low-Mid,Renault Zoe,52.0
C4665,Mid-Range,BYD Atto 3,60.5
C4666,Low-Mid,Fiat 500e,42.0
C4667,Mid-Range,Skoda Enyaq iV,77.0
C4668,Mid-Range,Hyundai Ioniq 5,77.4
C4669,Mid-Range,Skoda Enyaq iV,77.0
C4670,Low-Mid,Peugeot e-208,50.0
C4671,Mid-Range,Volkswagen ID.4,77.0
C4672,Low-Mid,Fiat 500e,42.0
C4673,Mid-Range,Skoda Enyaq iV,77.0
C4674,Mid-Range,Volkswagen ID.4,77.0
C4675,High,BMW i4,83.9
C4676,Low-Mid,Renault Zoe,52.0
C4677,Mid-Range,BYD Atto 3,60.5
C4678,Low-Mid,Fiat 500e,42.0
C4679,Low-Mid,Renault Zoe,52.0
C4680,Mid-Range,Volkswagen ID.4,77.0
C4681,Mid-Range,Volkswagen ID.4,77.0
C4682,Mid-Range,Volkswagen ID.4,77.0
C4683,High,Porsche Taycan,93.4
C4684,Low-Mid,Fiat 500e,42.0
C4685,Low-Mid,Citroën ë-C4,50.0
C4686,High,Ford Mustang Mach-E,91.0
C4687,High,Ford Mustang Mach-E,91.0
C4688,Mid-Range,Kia EV6,77.4
C4689,Mid-Range,MG ZS EV,69.9
C4690,Low-Mid,Dacia Spring,26.8
C4691,Mid-Range,Kia EV6,77.4
C4692,Low-Mid,Peugeot e-208,50.0
C4693,Low-Mid,Citroën ë-C4,50.0
C4694,Low-Mid,Opel Corsa-e,50.0
C4695,Low-Mid,Dacia Spring,26.8
C4696,Mid-Range,Skoda Enyaq iV,77.0
C4697,High,Tesla Model 3,75.0
C4698,Low-Mid,Peugeot e-208,50.0
C4699,Low-Mid,Peugeot e-208,50.0
C4700,Low-Mid,Peugeot e-208,50.0
C4701,Low-Mid,Citroën ë-C4,50.0
C4702,Low-Mid,Peugeot e-208,50.0
